EMAIL_ID,CUSTOMER_ID,DATE_RECEIVED,EMAIL_CONTENTS,EXECUTIVE_SUMMARY,SENTIMENT_SCORE,EMAIL_CLASSIFICATION,CUSTOMER_NAME,CUSTOMER_EMAIL,COMMUNICATION_SUMMARY,AI_CUSTOMER_SENTIMENT,RESPONSE_URGENCY,ISSUE_RESOLVED,BUSINESS_IMPACT,COMMUNICATION_OUTCOME,FOLLOW_UP_REQUIRED,ESCALATION_NEEDED,KEY_TOPICS_DISCUSSED,NEXT_STEPS,ACTION_ITEMS_FOR_AGENT,CUSTOMER_SATISFACTION_INDICATORS,COMPETITIVE_MENTIONS,UPSELL_OPPORTUNITIES,TOPIC_COUNT,NEXT_STEPS_COUNT,ACTION_ITEMS_COUNT,UPSELL_OPPORTUNITIES_COUNT
SM-E069,CUST11515,2025-04-18 14:28:11.000,"Subject: Off-road event registration

From: Samuel Edwards <s.edwards@email.com>
To: SnowMobile Events <events@snowmobile.com>
Date: April 18, 2025 14:28:11

Hi there!

I'm really excited about the upcoming off-road event I saw advertised on your website. I purchased my Avalanche XTR last October and would love to put its capabilities to the test with other SnowMobile enthusiasts.

Could you please send me more details about the event schedule? I'm particularly interested in knowing what kind of terrain we'll be tackling and if there are any specific requirements for participants.

Also, is there a limit to the number of participants, and do I need to bring any special equipment besides my XTR?

Looking forward to showing what my Avalanche can do!

Best regards,
Samuel Edwards

-------------------

From: SnowMobile Events <events@snowmobile.com>
To: Samuel Edwards <s.edwards@email.com>
Date: April 18, 2025 14:58:23

Dear Samuel,

Thank you for your interest in our upcoming off-road event! We're thrilled to hear from an Avalanche XTR owner, and we're confident you'll love what we have planned.

The event will feature varied terrain including rocky paths, steep inclines, and challenging obstacles - perfect for showcasing your XTR's off-road capabilities. We're limiting participation to 20 vehicles to ensure everyone gets plenty of track time.

Basic safety equipment will be provided, but we recommend bringing:
- Weather-appropriate clothing
- Water and snacks
- Camera (you'll want to capture these moments!)

Would you like me to secure your spot? I can send the registration forms right away.

Best regards,
Emma Thompson
SnowMobile Events Coordinator
London Division","Samuel Edwards expressed excitement about the off-road event advertised by SnowMobile Events and inquired about the schedule, terrain, and participant requirements. SnowMobile Events confirmed the event's challenging terrain, limited participation, and recommended bringing safety equipment and weather-appropriate clothing. Samuel was invited to secure his spot by providing registration forms.",0.78643215,Inquiry,Samuel Edwards,Samuel Edwards <s.edwards@email.com>,"Samuel Edwards is interested in the upcoming off-road event and wants more information about the event schedule, terrain, requirements, and equipment needed. Emma Thompson, the SnowMobile Events Coordinator, needs to provide the requested information and confirm Samuel's registration.",positive,immediate,unresolved,high,,true,false,"event details, registration, equipment, terrain","Emma Thompson to send event schedule and details to Samuel Edwards, Emma Thompson to confirm if Samuel Edwards wants to register for the event, Emma Thompson to send registration forms to Samuel Edwards if he wants to register","Send event schedule and details to Samuel Edwards, Confirm if Samuel Edwards wants to register for the event, Send registration forms to Samuel Edwards if he wants to register",,,"offer discounts for early registration, provide more information about the event on the website",4,3,3,2
SM-E070,CUST08834,2025-04-18 15:44:45.000,"Subject: Engine check light intermittent

From: Evie Parker <evie.parker@email.com>
To: SnowMobile Service <service@snowmobile.com>
Date: April 18, 2025 15:44:45

Dear SnowMobile Service Team,

I'm writing with growing concern about my 2022 Polar 4x4 that I purchased from your Edinburgh dealership. This is now the third time I've experienced issues with the engine check light coming on intermittently over the past month, and I'm quite worried as the previous two service visits haven't resolved the problem.

The light typically appears when I'm driving on the motorway, flashes for about 5-10 minutes, then disappears. Yesterday, it started happening more frequently during my drive through the Highlands, and I noticed a slight stuttering in the engine when accelerating.

Could you please help me understand what might be causing this recurring issue? I rely heavily on this vehicle for my work in remote areas, and I need to ensure it's running safely and reliably.

Is it possible to schedule a comprehensive diagnostic service as soon as possible? I'm available any day next week, and given the history of this problem, I'd appreciate if one of your senior technicians could take a look.

Best regards,
Evie Parker

-------------------

From: SnowMobile Service <service@snowmobile.com>
To: Evie Parker <evie.parker@email.com>
Date: April 18, 2025 15:59:12

Dear Ms. Parker,

Thank you for contacting SnowMobile Service regarding your 2022 Polar 4x4. We understand your concern about the recurring engine check light issue, and we take this matter very seriously, especially given your vehicle's importance for your work.

I've reviewed your service history and have scheduled our master technician, Mr. Ross MacDonald, to perform a comprehensive diagnostic assessment. We can offer you an appointment for:

Tuesday, April 22nd at 9:00 AM

Mr. MacDonald specializes in engine management systems and will personally oversee the diagnosis. Please plan for the vehicle to be with us for most of the day to allow for thorough testing.

Could you please confirm if this appointment works for you? We'll also provide a courtesy vehicle for your use while we have your Polar 4x4.

Best regards,
James Campbell
Senior Service Coordinator
SnowMobile Edinburgh Service Centre
Tel: 0131-555-0123","Customer Evie Parker is experiencing intermittent engine check light issues with her 2022 Polar 4x4 purchased from SnowMobile dealership. The problem has occurred three times in a month, and the most recent incident included engine stuttering. She requests a comprehensive diagnostic service and prefers a senior technician. SnowMobile Service has scheduled an appointment with their master technician, Mr. Ross MacDonald, for Tuesday, April 22nd at 9:00 AM. The vehicle will be with them for most of the day, and a courtesy vehicle will be provided.",0.38513318,Inquiry,Evie Parker,Evie Parker <evie.parker@email.com>,Customer reports recurring engine check light issue with their 2022 Polar 4x4. Requests a comprehensive diagnostic service with a senior technician.,negative,immediate,partially_resolved,high,,true,false,"engine_check_light, diagnostic_service, senior_technician","Confirm the scheduled appointment with the customer., Ensure the courtesy vehicle is available for the customer., Perform the comprehensive diagnostic service on the customer's vehicle., Follow up with the customer after the service appointment to ensure the issue has been resolved to their satisfaction.","Schedule a comprehensive diagnostic service appointment for the customer's vehicle with a senior technician., Provide a courtesy vehicle for the customer's use while their vehicle is being serviced., Ensure the customer's availability for the scheduled appointment and confirm the appointment with the customer., Follow up with the customer after the service appointment to ensure the issue has been resolved to their satisfaction.",,,"Offer a discount or compensation for the inconvenience caused to the customer., Provide a detailed explanation of the diagnostic process and expected resolution time., Offer a follow-up appointment to ensure the issue has been fully resolved.",3,4,4,3
SM-E071,CUST13551,2025-04-18 17:01:19.000,"Subject: Commercial lease terms

From: Oliver Turner <o.turner@company.com>
To: SnowMobile Fleet Sales <fleet.sales@snowmobile.com>
Date: April 18, 2025 17:01:19

Dear SnowMobile Fleet Team,

I hope this email finds you well. I'm Oliver Turner, Fleet Manager at Turner Construction in the Midlands region. We're currently looking to upgrade our commercial fleet and I'm particularly interested in your Tundra Truck model. We've been using Toyota Hilux vehicles but are exploring alternatives for our expanding operations.

Could you please provide information on the following:

1. What are your current commercial lease terms for a fleet of 8-10 Tundra Trucks?
2. Do you offer flexible lease arrangements for seasonal construction work?
3. What are the maintenance packages included in your commercial leases?
4. Are there any current corporate incentives for fleet purchases?

Looking forward to your response and potentially establishing a long-term partnership with SnowMobile.

Best regards,
Oliver Turner
Fleet Manager, Turner Construction

-------------------

From: Sarah Chen <s.chen@snowmobile.com>
To: Oliver Turner <o.turner@company.com>
Date: April 18, 2025 17:29:23

Dear Mr. Turner,

Thank you for your interest in SnowMobile's commercial fleet solutions. I'm Sarah Chen from our Corporate Sales department, and I'd be delighted to help you with your fleet requirements.

I'll prepare a comprehensive lease proposal for 8-10 Tundra Trucks, including our flexible seasonal options and maintenance packages. We do indeed have some attractive corporate incentives that I believe would suit your needs perfectly.

Would you be available for a brief call tomorrow to discuss your specific requirements in more detail? This would help me tailor the proposal to your exact needs.

Best regards,
Sarah Chen
Corporate Fleet Sales Manager
SnowMobile Ltd.
Tel: 555-0123
s.chen@snowmobile.com","Oliver Turner, Fleet Manager of Turner Construction, inquired about SnowMobile's commercial lease terms for 8-10 Tundra Trucks, flexibility for seasonal construction work, maintenance packages, and corporate incentives. Sarah Chen from SnowMobile's Corporate Sales responded, offering a comprehensive lease proposal and suggesting a call to discuss specific requirements and tailor the proposal.",0.5805134,Inquiry,Oliver Turner,Oliver Turner <o.turner@company.com>,"Customer is interested in upgrading their commercial fleet and is exploring alternatives to their current Toyota Hilux vehicles. They are seeking information on commercial lease terms, flexible lease arrangements, maintenance packages, and corporate incentives for fleet purchases.",neutral,within_24h,partially_resolved,high,,true,false,"commercial lease terms, flexible lease arrangements, maintenance packages, corporate incentives","Prepare a comprehensive lease proposal for 8-10 Tundra Trucks, Discuss specific requirements in more detail during a call with the customer","Provide information on commercial lease terms for a fleet of 8-10 Tundra Trucks, Offer flexible lease arrangements for seasonal construction work, Detail maintenance packages included in commercial leases, Inform about corporate incentives for fleet purchases",,,"Offer additional vehicle models for consideration, Provide case studies or testimonials from satisfied customers",4,2,4,2
SM-E072,CUST07283,2025-04-18 18:17:54.000,"Subject: Auto-parking system failure

From: Isla Lewis <isla.lewis@email.com>
To: SnowMobile Customer Service <support@snowmobile.com>
Date: April 18, 2025, 18:17:54

Dear SnowMobile Support,

I'm writing regarding an ongoing issue with the auto-parking system in my 2023 Frostbite EV. I purchased the vehicle last February, and until now, it's been relatively reliable. However, the parking assist feature has started acting erratically over the past week.

When I attempt to use the auto-parking function, the system either fails to initiate or stops mid-process. This is particularly frustrating as I specifically chose this model over a Tesla for its advanced parking capabilities. I live in a busy area of Cardiff, and reliable parking assistance is essential for my daily routine.

The system displays a ""Parking Assist Unavailable"" message, but there's no explanation of why. I've already tried resetting the system multiple times as suggested in the manual, but the problem persists.

Could you please advise on how to resolve this issue? I'd appreciate if you could schedule a diagnostic check at your earliest convenience.

Best regards,
Isla Lewis

-------------------

From: SnowMobile Customer Service <support@snowmobile.com>
To: Isla Lewis <isla.lewis@email.com>
Date: April 18, 2025, 18:32:54

Dear Ms. Lewis,

Thank you for contacting SnowMobile Support regarding your Frostbite EV's parking assist system.

We understand how important this feature is for your daily use, and we apologize for any inconvenience caused. Based on your description, this appears to be a software-related issue that requires diagnostic testing.

We can schedule you for a comprehensive system check at our Cardiff service center. Our technicians will perform a full diagnostic scan and software update if necessary.

Please let us know which of these available time slots works best for you:
- Monday, April 21: 9:00 AM or 2:00 PM
- Tuesday, April 22: 11:00 AM or 3:30 PM

In the meantime, please ensure that all parking sensors are clean and free from any debris, as this can sometimes affect system performance.

Best regards,
James Morgan
Technical Support Specialist
SnowMobile Customer Service","The auto-parking system in Isla Lewis's 2023 Frostbite EV is experiencing issues, either failing to initiate or stopping mid-process. She has tried resetting the system but the problem persists. SnowMobile Customer Service identified this as a software-related issue and suggested a diagnostic check at their Cardiff service center. They offered her several time slots for the appointment and advised her to ensure parking sensors are clean.",0.10628744,Technical Support,Isla Lewis,Isla Lewis <isla.lewis@email.com>,"Customer reports an issue with the auto-parking system in their 2023 Frostbite EV. The system either fails to initiate or stops mid-process, displaying a 'Parking Assist Unavailable' message. The customer has tried resetting the system multiple times with no success. The agent schedules a diagnostic check at the Cardiff service center and offers available time slots. The agent also advises the customer to ensure that parking sensors are clean and free from debris.",neutral,within_24h,unresolved,medium,,true,false,"auto-parking system failure, diagnostic check, available time slots, parking sensor maintenance","Schedule a diagnostic check for Isla Lewis's Frostbite EV at the Cardiff service center., Offer available time slots for the diagnostic check: Monday, April 21 at 9:00 AM or 2:00 PM, or Tuesday, April 22 at 11:00 AM or 3:30 PM., Advise Isla Lewis to ensure that all parking sensors are clean and free from debris., Follow up with Isla Lewis after the diagnostic check to provide an update on the issue and any necessary repairs or software updates.","Schedule a diagnostic check for Isla Lewis's Frostbite EV at the Cardiff service center., Offer available time slots for the diagnostic check: Monday, April 21 at 9:00 AM or 2:00 PM, or Tuesday, April 22 at 11:00 AM or 3:30 PM., Advise Isla Lewis to ensure that all parking sensors are clean and free from debris., Follow up with Isla Lewis after the diagnostic check to provide an update on the issue and any necessary repairs or software updates.",,,"Offer a loaner vehicle or alternative transportation options for the customer while their vehicle is being serviced., Provide a discount or incentive for the customer's next purchase or service appointment as a gesture of goodwill for the inconvenience caused.",4,4,4,2
SM-E073,CUST12247,2025-04-19 09:24:32.000,"Subject: Towing capacity for boat

From: Theo Morgan <t.morgan@email.com>
To: Sales Team <sales@snowmobile.com>
Date: April 19, 2025 09:24:32

Hello SnowMobile team,

I'm reaching out from Belfast, Northern Ireland regarding your Tundra Truck model. I've been comparing various options, including the Ford Ranger, but I'm particularly interested in your vehicle's towing capabilities.

I'm planning to purchase a new boat in the coming months and need to ensure I have a reliable vehicle for towing. Could you provide me with detailed specifications for the Tundra's towing package? Also, I'd appreciate knowing what additional features come standard with the towing setup.

Looking forward to your response.

Best regards,
Theo Morgan

-------------------

From: Sarah Collins, SnowMobile Sales <s.collins@snowmobile.com>
To: Theo Morgan <t.morgan@email.com>
Date: April 19, 2025 09:49:32

Dear Mr. Morgan,

Thank you for your interest in the SnowMobile Tundra Truck. I'd be happy to provide you with the towing information you're looking for.

I'll send over our comprehensive towing guide, which includes detailed specifications and comparisons. In the meantime, I can tell you that our standard towing package includes an integrated trailer brake controller, TOW/HAUL mode, and a heavy-duty tow hitch receiver.

Would you be interested in scheduling a test drive to experience the Tundra's capabilities firsthand? We can also discuss your specific boat towing requirements to ensure we provide you with the most suitable configuration.

Best regards,
Sarah Collins
SnowMobile Sales Consultant
Belfast Dealership
+44 28 9xxx xxxx","Theo Morgan inquired about the towing capabilities of SnowMobile's Tundra Truck and requested detailed specifications for the towing package. Sarah Collins from SnowMobile Sales responded by confirming the standard towing features, which include an integrated trailer brake controller, TOW/HAUL mode, and a heavy-duty tow hitch receiver. She also offered a test drive and discussed specific boat towing requirements.",0.60435027,Inquiry,Theo Morgan,Theo Morgan <t.morgan@email.com>,Theo is interested in the towing capabilities of the SnowMobile Tundra Truck and has requested detailed specifications for the towing package. Sarah has provided some information and offered to send a comprehensive towing guide. She has also offered to schedule a test drive and discuss Theo's specific boat towing requirements.,positive,immediate,partially_resolved,high,,true,false,"towing capacity, boat towing, Tundra Truck, SnowMobile","Send comprehensive towing guide to Theo., Follow up with Theo to see if he has any further questions or if he would like to schedule a test drive., Gather information about Theo's specific boat towing requirements to ensure the most suitable configuration is provided., Track customer interactions and preferences to provide personalized recommendations and improve customer experience.","Provide Theo with a comprehensive towing guide that includes detailed specifications and comparisons., Follow up with Theo to see if he has any further questions or if he would like to schedule a test drive., Gather information about Theo's specific boat towing requirements to ensure the most suitable configuration is provided., Track customer interactions and preferences to provide personalized recommendations and improve customer experience.","Theo has shown interest in the product and has reached out for more information., Sarah has provided helpful information and offered personalized assistance., Theo has not yet made a purchase, but the interaction shows potential for future business.",,"Offer Theo a personalized consultation to discuss his specific boat towing requirements., Provide Theo with a special offer or incentive to encourage him to make a purchase., Follow up with Theo after the purchase to ensure he is satisfied with the product and to gather feedback.",4,4,4,3
SM-E074,CUST09329,2025-04-19 10:41:06.000,"Subject: Suspension creaking noise

From: Matilda White <m.white@email.com>
To: Customer Service <service@snowmobile.com>
Date: April 19, 2025 10:41 AM

Dear SnowMobile Service Team,

I'm writing about my 2022 Blizzard SUV again regarding the persistent creaking noise from the suspension. This is now the third time I've had to contact you about this issue since I purchased the vehicle in August 2022, and frankly, it's becoming quite frustrating.

The creaking sound occurs every time I drive over speed bumps or uneven surfaces around London, and it's getting progressively louder. I had this checked at your service center twice before, but the problem keeps returning after a few weeks.

Could you please explain why this keeps happening? And more importantly, when can I bring the vehicle in for a proper diagnosis? I'm concerned this might indicate a more serious underlying issue with the suspension system.

I would appreciate if you could schedule me for an inspection as soon as possible. I'm available any weekday morning before 11 AM.

Best regards,
Matilda White

-------------------

From: SnowMobile Service <service@snowmobile.com>
To: Matilda White <m.white@email.com>
Date: April 19, 2025 10:59 AM

Dear Ms. White,

Thank you for bringing this recurring suspension issue to our attention. We apologize for the continued inconvenience with your Blizzard SUV.

We've reviewed your vehicle's service history and understand your concern about the persistent creaking noise. Our senior technician, Mr. Thompson, specializes in suspension systems and will personally inspect your vehicle.

We can offer you an appointment for this Wednesday, April 23rd, at 9:00 AM. During this visit, we'll conduct a comprehensive suspension diagnostic test to identify the root cause of the recurring noise.

Please confirm if this appointment time works for you, and we'll ensure all necessary parts are available for potential replacement.

Kind regards,
Sarah Parker
Service Coordinator
SnowMobile London Service Center","The customer, Matilda White, has reported a recurring suspension creaking noise issue with her 2022 Blizzard SUV to SnowMobile's customer service team for the third time. She is concerned about the potential seriousness of the problem and requests an explanation and a soon appointment for a proper diagnosis. The service team has acknowledged the issue, reviewed the vehicle's service history, and offered an appointment with their senior technician for a comprehensive suspension diagnostic test on Wednesday, April 23rd, at 9:00 AM.",-0.1312922,Technical Support,Matilda White,"Matilda White has contacted the SnowMobile Service Team for the third time regarding a persistent creaking noise from the suspension of her 2022 Blizzard SUV. The issue has not been resolved despite previous service visits, and the customer is becoming frustrated. She is concerned that the issue might indicate a more serious underlying problem with the suspension system and requests a proper diagnosis and resolution.",Customer reports a recurring creaking noise from the suspension of her 2022 Blizzard SUV. The issue has persisted despite previous service visits. The customer is concerned about a potential underlying issue with the suspension system and requests a proper diagnosis and resolution.,negative,immediate,partially_resolved,high,,true,false,"Suspension creaking noise, Vehicle inspection, Appointment scheduling","Conduct a comprehensive suspension diagnostic test on April 23rd at 9:00 AM., Ensure that all necessary parts are available for potential replacement during the appointment., Confirm with Matilda White if the offered appointment time works for her., Provide the customer with a detailed report of the diagnostic test results and the necessary repairs or replacements.","Schedule a comprehensive suspension diagnostic test for Matilda White's Blizzard SUV on April 23rd at 9:00 AM., Ensure that all necessary parts are available for potential replacement during the appointment., Confirm with Matilda White if the offered appointment time works for her.","Customer is concerned about the recurring issue with the vehicle's suspension system., Customer is frustrated with the persistence of the creaking noise issue., Customer is worried about a potential underlying issue with the suspension system., Customer is proactive in seeking a proper diagnosis and resolution.",,"Offer a complimentary service or discount for the inconvenience caused to the customer., Provide the customer with a loaner vehicle during the appointment to minimize inconvenience., Offer a follow-up service after the repairs to ensure the issue has been fully resolved and the customer is satisfied.",3,4,3,3
SM-E001,CUST10542,2025-04-10 09:15:23.000,"From: james.wilson@email.com
To: sales@snowmobile.com
Date: April 10, 2025 09:15:23
Subject: Test drive request for Avalanche XTR

Dear SnowMobile Sales Team,

I hope this email finds you well. I've been following your company for some time now, and I'm particularly impressed with the new Avalanche XTR model. The all-wheel drive system looks absolutely incredible from what I've seen in your promotional materials.

I'm currently in London and would love to arrange a test drive of the Avalanche XTR at your earliest convenience. Would it be possible to schedule something for next week? I'm especially keen to experience the handling capabilities firsthand.

Could you also let me know about current availability of the model in your London showroom? I've heard great things about SnowMobile's reputation, and I'm excited to potentially join the SnowMobile family.

Best regards,
James Wilson

-------------------

From: sales@snowmobile.com
To: james.wilson@email.com
Date: April 10, 2025 10:00:23
Subject: RE: Test drive request for Avalanche XTR

Dear Mr. Wilson,

Thank you for your interest in the Avalanche XTR! We're delighted to hear about your enthusiasm for our flagship model. You're absolutely right about the all-wheel drive system - it's one of our most celebrated features.

I'm pleased to inform you that we have several Avalanche XTR models available for test drives at our London showroom. We can certainly arrange a test drive for next week. Would Tuesday or Wednesday afternoon work for you? Our product specialist, Sarah, would be happy to guide you through all the features and capabilities.

Please let us know your preferred date and time, and we'll make the arrangements right away.

Looking forward to welcoming you to SnowMobile!

Best regards,
Michael Parker
Sales Consultant
SnowMobile London","The email from ""sales@snowmobile.com"" confirms several Avalanche XTR models are available for test drives at their London showroom and offers a test drive appointment for Tuesday or Wednesday afternoon.",0.8299708,Inquiry,James Wilson,james.wilson@email.com,Customer requests test drive for Avalanche XTR and inquires about model availability in London showroom.,positive,within_24h,unresolved,high,,true,false,"Avalanche XTR, test drive, availability, handling capabilities","Schedule test drive for James Wilson at SnowMobile London showroom., Ensure product specialist Sarah is available to guide James through the features and capabilities of the Avalanche XTR., Follow up with James to confirm the date and time of the test drive., Gather feedback from James after the test drive and address any concerns or questions he may have., If James decides to purchase the Avalanche XTR, ensure a smooth and efficient sales process., If James does not purchase the Avalanche XTR, analyze the reasons why and use this information to improve future sales strategies.","Schedule a test drive for James Wilson at SnowMobile London showroom for next week, preferably on Tuesday or Wednesday afternoon., Ensure that product specialist Sarah is available to guide James through the features and capabilities of the Avalanche XTR., Follow up with James to confirm the date and time of the test drive., After the test drive, gather feedback from James about his experience and address any concerns or questions he may have., If James decides to purchase the Avalanche XTR, ensure a smooth and efficient sales process., If James does not purchase the Avalanche XTR, analyze the reasons why and use this information to improve future sales strategies.",,,"Upsell additional features or accessories for the Avalanche XTR, Offer a discount or promotion to incentivize purchase, Provide financing options if needed",4,6,6,3
SM-E002,CUST08721,2025-04-10 10:37:42.000,"Subject: Battery issues with Frostbite EV

From: Olivia Thompson <olivia.thompson@email.com>
To: SnowMobile Customer Service <support@snowmobile.com>
Date: April 10, 2025 10:37 AM

Dear SnowMobile Support,

I'm writing with serious concerns about my 2023 Frostbite EV that I purchased last May. The battery performance has drastically deteriorated over the past few weeks, and I'm only getting about half the range that was advertised. This is completely unacceptable, especially given how much I paid for this vehicle.

My friend who owns a Tesla hasn't experienced anything like this, and I'm starting to question my decision to go with SnowMobile. I need to know:

1. Is this a known issue with the Frostbite EV model?
2. What are my options for getting this fixed?
3. How long will repairs typically take?

I use this vehicle for my daily commute in the Midlands region, and I can't afford to have unreliable transportation.

Please respond as soon as possible with available repair options.

Best regards,
Olivia Thompson

-------------------

From: SnowMobile Customer Service <support@snowmobile.com>
To: Olivia Thompson <olivia.thompson@email.com>
Date: April 10, 2025 11:09 AM

Dear Ms. Thompson,

Thank you for bringing this battery issue to our attention. We understand your frustration with the reduced range of your Frostbite EV, and we take this matter seriously.

Our diagnostic team has noted several similar cases recently, and we have a specialized service protocol in place. We recommend bringing your vehicle to our Midlands service center for a comprehensive battery system evaluation.

We can schedule you for an appointment as early as tomorrow morning. The initial diagnostic typically takes about 2-3 hours, after which we can provide you with a detailed assessment and repair timeline.

Please let us know what time works best for you, and we'll prioritize your appointment given the severity of the issue.

Best regards,
James Wilson
Technical Support Specialist
SnowMobile Customer Service","Customer Olivia Thompson reported decreased battery range in her 2023 Frostbite EV, significantly below advertised amount. SnowMobile's customer service acknowledged the issue, identified similar cases, and recommended bringing the vehicle to their Midlands service center for a battery system evaluation. The initial diagnostic takes approximately 2-3 hours, and they will provide a repair timeline after assessment.",-0.5057657,Technical Support,Olivia Thompson,Olivia Thompson <olivia.thompson@email.com>,Customer reports battery performance issues with 2023 Frostbite EV and seeks assistance for repair options.,negative,immediate,partially_resolved,high,,true,false,"battery performance, repair options, appointment scheduling","Diagnose the battery issue and provide a detailed assessment to the customer, Schedule an appointment for repair at the Midlands service center, Monitor customer satisfaction with the repair process and follow-up as needed","Identify the root cause of the battery issue with Frostbite EV, Develop a specialized service protocol for addressing the battery issue, Schedule an appointment for Olivia Thompson at the Midlands service center, Provide a detailed assessment and repair timeline to the customer, Monitor customer satisfaction with the repair process and follow-up as needed",,,"Offer a loaner vehicle or alternative transportation options during the repair process, Provide regular updates on the repair progress to the customer, Offer a discount or compensation for the inconvenience caused by the battery issue",3,3,5,3
SM-E003,CUST12388,2025-04-10 11:42:15.000,"From: noah.williams@email.com
To: sales@snowmobile.com
Date: April 10, 2025 11:42:15
Subject: Pricing for new Blizzard SUV

Hello SnowMobile Sales Team,

I'm writing from Edinburgh to inquire about the new Blizzard SUV I've seen advertised. I'm currently driving a Honda CR-V but looking to upgrade to something with more space, particularly third row seating for my growing family.

Could you please send me information about the different trim levels and pricing for the Blizzard SUV? Also, I'd be interested to know if there are any current promotions available in the Scottish market.

Best regards,
Noah Williams

-------------------

From: sales@snowmobile.com
To: noah.williams@email.com
Date: April 10, 2025 12:10:23
Subject: Re: Pricing for new Blizzard SUV

Dear Mr. Williams,

Thank you for your interest in the SnowMobile Blizzard SUV. We're delighted to help you explore our flagship family vehicle.

I'll be happy to send you our comprehensive digital brochure that details all trim levels and pricing for the Scottish market. The Blizzard SUV's third row seating configuration is indeed one of our most popular features among families.

Would you like me to also include information about our current spring financing offers? We have several attractive options that might interest you.

Best regards,
Sarah MacKenzie
SnowMobile Sales Consultant
Edinburgh Dealership","The email is about a person named Noah Williams from Edinburgh expressing interest in the SnowMobile Blizzard SUV and requesting information about its different trim levels, pricing, and current promotions in the Scottish market. The sales team responds by offering to send a digital brochure with the requested details and inquires if Noah would like information about spring financing offers as well.",0.71022785,Inquiry,Noah Williams,noah.williams@email.com,Customer inquiry about pricing and promotions for the Blizzard SUV,neutral,immediate,unresolved,high,,true,false,"pricing, promotions, Blizzard SUV, third row seating","Send digital brochure and financing offers to Noah Williams, Follow up with Noah Williams to ensure he received the information and address any further questions or concerns","Send digital brochure with all trim levels and pricing for the Scottish market, Include information about current spring financing offers, Follow up with Noah Williams to ensure he received the information and address any further questions or concerns",,,"Offer test drive for the Blizzard SUV, Provide comparison with Honda CR-V",4,2,3,2
SM-E004,CUST09334,2025-04-10 13:15:07.000,"Subject: Touchscreen freezing constantly

From: Emma Roberts <emma.roberts@email.com>
To: SnowMobile Technical Support <support@snowmobile.com>
Date: April 10, 2025 13:15:07

I am absolutely FURIOUS with this ongoing issue! This is now the FIFTH time I'm writing about the infotainment system in my 2022 Glacier Sedan completely freezing up. I purchased this vehicle in September 2022, and I've been dealing with this nightmare ever since.

The touchscreen keeps freezing at the most inconvenient times - just yesterday, I was trying to navigate to an important meeting in Cardiff, and the entire system locked up. I couldn't access navigation, climate controls, or even the radio! I had to pull over and restart the car THREE times just to get it working again.

Your service center in Wales has been absolutely useless in resolving this. Every time I bring it in, they do a ""system reset"" and tell me it's fixed, but the problem keeps coming back. I'm tired of hearing that ""it's a known issue"" and ""engineering is working on it."" When will there actually be a permanent solution?

I need to know EXACTLY when this will be fixed. I paid good money for what was supposed to be a premium vehicle, and this is completely unacceptable. How much longer am I expected to deal with this?

Expecting an immediate response and a concrete timeline for resolution.

Regards,
Emma Roberts

-------------------

From: SnowMobile Technical Support <support@snowmobile.com>
To: Emma Roberts <emma.roberts@email.com>
Date: April 10, 2025 13:30:15

Dear Ms. Roberts,

Thank you for bringing this ongoing issue to our attention. We sincerely apologize for the continued problems you're experiencing with your Glacier Sedan's infotainment system. We understand how frustrating this situation is, especially given the multiple attempts to resolve it.

I've personally escalated your case to our senior engineering team with high priority status. They are currently working on a comprehensive software update to address this specific freezing issue that some of our 2022 Glacier Sedan owners have reported.

While I cannot provide an exact date, I can confirm that we are in the final stages of testing a solution. In the meantime, we would like to offer you a temporary workaround that may help reduce the frequency of these freezing incidents. Additionally, we'd like to schedule a complimentary diagnostic session at our Cardiff technical center with our senior systems specialist.

Could you please provide your availability for next week? We want to ensure this gets resolved as quickly as possible for you.

Best regards,
James Williams
Senior Technical Support Specialist
SnowMobile Customer Care","Customer, Emma Roberts, is experiencing frequent touchscreen freezing issues with her 2022 Glacier Sedan's infotainment system. She has reported this problem multiple times to SnowMobile's technical support and service center, but the issue persists. The customer is demanding a concrete timeline for a permanent solution and is frustrated with the lack of progress. SnowMobile's technical support has escalated the issue to their senior engineering team, who are working on a software update to address the problem. A temporary workaround and a diagnostic session are being offered to the customer.",-0.6009894,Complaint,Emma Roberts,emma.roberts@email.com,Customer is furious about the ongoing issue with the infotainment system in their 2022 Glacier Sedan freezing constantly. They have been dealing with this issue since purchasing the vehicle in September 2022 and are demanding a concrete timeline for resolution. The customer has lost faith in the service center in Wales and is expecting immediate action from the company.,negative,immediate,partially_resolved,high,,true,true,"infotainment system freezing, service center in Wales, software update, diagnostic session","Escalate the issue to the senior engineering team., Offer a temporary workaround., Schedule a complimentary diagnostic session with a senior systems specialist., Provide regular updates to the customer on the progress of the software update.","Investigate the root cause of the infotainment system freezing issue in the 2022 Glacier Sedan., Develop a permanent software update to fix the freezing issue., Communicate the progress of the software update to the customer., Offer a temporary workaround to reduce the frequency of freezing incidents., Schedule a complimentary diagnostic session with a senior systems specialist., Ensure the customer's availability is considered when scheduling the diagnostic session., Follow up with the customer to provide updates on the software update and diagnostic session.",,,"Offer a loaner vehicle while the issue is being resolved., Provide a discount or compensation for the inconvenience caused to the customer., Improve the communication and transparency with the customer regarding the issue and its resolution.",4,4,7,3
